Frequency in Hz	Acrylic_98 Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_98 Sound Absorption Coefficient continuous	
125	0,0523599795997143	100	0,0351898748400067	
160	0,0648384019732475	103,125	0,0343193723071163	
200	0,0836628898978233	106,25	0,0284116127901141	
250	0,105320923030376	109,375	0,0272022510532435	
315	0,149146169424057	112,5	0,0412051813168861	
400	0,167878672480583	115,625	0,0561681941871468	
500	0,216977447271347	118,75	0,055158020201839	
630	0,263486355543137	121,875	0,0499789493071002	
800	0,354124903678894	125	0,0498541200968528	
1000	0,469048857688904	128,125	0,0529961174173565	
1250	0,605609774589539	131,25	0,0404649767079628	
1600	0,744230568408966	134,375	0,0500878372592132	
2000	0,855994045734406	137,5	0,0658400533985855	
2500	0,904862642288208	140,625	0,0618463293128296	
3150	0,894884407520294	143,75	0,0671953220094604	
4000	0,84119313955307	146,875	0,0591610495318369	
		150	0,0423204302535756	
		153,125	0,0759160724854201	
		156,25	0,0632675409036043	
		159,375	0,0570274584938437	
		162,5	0,0551496453147612	
		165,625	0,0471568856766276	
		168,75	0,086812762425267	
		171,875	0,0827568937615522	
		175	0,0764583493188636	
		178,125	0,0873827415213372	
		181,25	0,0804220309857802	
		184,375	0,0808278342783382	
		187,5	0,0782797715900444	
		190,625	0,0727659058704362	
		193,75	0,0810741943759887	
		196,875	0,0846092426605592	
		200	0,0899361318641396	
		203,125	0,0909533705954924	
		206,25	0,0849811876057922	
		209,375	0,0940205732191152	
		212,5	0,0790631736883021	
		215,625	0,0822013095567072	
		218,75	0,0904202979023704	
		221,875	0,0780056031703126	
		225	0,0867344009560396	
		228,125	0,0974597479649587	
		231,25	0,1021518159511	
		234,375	0,0889585409551968	
		237,5	0,0966177152640877	
		240,625	0,0900968625614954	
		243,75	0,101658060676804	
		246,875	0,115006260662582	
		250	0,102834634391488	
		253,125	0,105060297463392	
		256,25	0,117865618883509	
		259,375	0,120162348446029	
		262,5	0,097523786653232	
		265,625	0,0998420214813467	
		268,75	0,0987319019764356	
		271,875	0,109460109202492	
		275	0,130678562771845	
		278,125	0,128544728078321	
		281,25	0,111710172728416	
		284,375	0,113784469170204	
		287,5	0,128960823582066	
		290,625	0,134129503591367	
		293,75	0,131259775233602	
		296,875	0,119119754719294	
		300	0,132308623887787	
		303,125	0,146872173588441	
		306,25	0,157607041568567	
		309,375	0,1556314376316	
		312,5	0,174412833965522	
		315,625	0,17489384112756	
		318,75	0,173571966097457	
		321,875	0,176570896693267	
		325	0,172972033824526	
		328,125	0,155893881547821	
		331,25	0,138452860974621	
		334,375	0,155268544587013	
		337,5	0,145728314056237	
		340,625	0,148324405827778	
		343,75	0,153347893934711	
		346,875	0,144701468068904	
		350	0,155673842808101	
		353,125	0,140875435339977	
		356,25	0,131368023272285	
		359,375	0,13260353207918	
		362,5	0,152554845658117	
		365,625	0,144402292452393	
		368,75	0,14503896243896	
		371,875	0,177248734570768	
		375	0,17706535672656	
		378,125	0,163490212102693	
		381,25	0,120569172840941	
		384,375	0,140437462620778	
		387,5	0,160433362778804	
		390,625	0,17811494590118	
		393,75	0,155558924164047	
		396,875	0,151703094132211	
		400	0,130695635165321	
		403,125	0,152860077418952	
		406,25	0,171523216007455	
		409,375	0,136239160951638	
		412,5	0,152368382733611	
		415,625	0,19092975062552	
		418,75	0,221413075310847	
		421,875	0,203487563558915	
		425	0,199795575770134	
		428,125	0,149781154046066	
		431,25	0,161208794042625	
		434,375	0,21667321299655	
		437,5	0,216142290498917	
		440,625	0,198927551696138	
		443,75	0,211573216957728	
		446,875	0,192152632430895	
		450	0,191586049838339	
		453,125	0,203276644980485	
		456,25	0,224811789882604	
		459,375	0,215997539644297	
		462,5	0,211194748184502	
		465,625	0,204382959701781	
		468,75	0,203357279508497	
		471,875	0,211774672898074	
		475	0,196740797066225	
		478,125	0,197379314238937	
		481,25	0,212566667775639	
		484,375	0,21333954676845	
		487,5	0,21392039388848	
		490,625	0,209938324875582	
		493,75	0,209819814063621	
		496,875	0,225611066149762	
		500	0,21962241214102	
		503,125	0,219458174897741	
		506,25	0,213294866735888	
		509,375	0,215080597348828	
		512,5	0,222090312753978	
		515,625	0,227996460823691	
		518,75	0,216293641274361	
		521,875	0,213574468245342	
		525	0,226043056931974	
		528,125	0,22539008270421	
		531,25	0,222744234237825	
		534,375	0,221542553814474	
		537,5	0,225316239639184	
		540,625	0,220330681914575	
		543,75	0,223480945077481	
		546,875	0,232506617494596	
		550	0,225114766022558	
		553,125	0,222034376378597	
		556,25	0,237408620451223	
		559,375	0,236167464450532	
		562,5	0,228246102514635	
		565,625	0,219962107343826	
		568,75	0,233562557083062	
		571,875	0,23545553690123	
		575	0,232086343804517	
		578,125	0,229907540203466	
		581,25	0,238823140623929	
		584,375	0,238407794517431	
		587,5	0,237456264034872	
		590,625	0,238604606279059	
		593,75	0,242842870701952	
		596,875	0,245070117295728	
		600	0,242467336975128	
		603,125	0,246510495309128	
		606,25	0,254654624374944	
		609,375	0,260915838074137	
		612,5	0,25786370899991	
		615,625	0,262563932640387	
		618,75	0,259236374359285	
		621,875	0,264156409825185	
		625	0,267740938018	
		628,125	0,265872948389217	
		631,25	0,26592030345277	
		634,375	0,269556551082585	
		637,5	0,275542613332232	
		640,625	0,275153209662583	
		643,75	0,270664990210622	
		646,875	0,275044033608792	
		650	0,277069492316352	
		653,125	0,273439178707368	
		656,25	0,272214148282537	
		659,375	0,271269015732324	
		662,5	0,276931530275568	
		665,625	0,272872278437696	
		668,75	0,274996262285703	
		671,875	0,277454814266493	
		675	0,278340011257664	
		678,125	0,282635629191814	
		681,25	0,281557042085951	
		684,375	0,281364855869796	
		687,5	0,287243493185038	
		690,625	0,287934225964042	
		693,75	0,290289225511111	
		696,875	0,294922394664968	
		700	0,288037281460128	
		703,125	0,285325331626511	
		706,25	0,295673769070205	
		709,375	0,297641494696795	
		712,5	0,293447831074437	
		715,625	0,300312050060237	
		718,75	0,308259080574225	
		721,875	0,302457088979424	
		725	0,307324880609797	
		728,125	0,312423412221406	
		731,25	0,305408558754425	
		734,375	0,311573805489622	
		737,5	0,314338788069206	
		740,625	0,31828052657998	
		743,75	0,320167207752067	
		746,875	0,318140087154176	
		750	0,327586454989695	
		753,125	0,330324878127429	
		756,25	0,330281637707792	
		759,375	0,326604540203121	
		762,5	0,334161473564579	
		765,625	0,335648989728704	
		768,75	0,346824553441237	
		771,875	0,345433667769098	
		775	0,342419352613232	
		778,125	0,350693954381858	
		781,25	0,349565748263733	
		784,375	0,351362259783037	
		787,5	0,359478803580572	
		790,625	0,356462735330994	
		793,75	0,360140419677511	
		796,875	0,361423268429177	
		800	0,361925015321322	
		803,125	0,356009311684056	
		806,25	0,350714810178886	
		809,375	0,355809476568008	
		812,5	0,3628809888964	
		815,625	0,372215751129001	
		818,75	0,370664164769504	
		821,875	0,369290505008404	
		825	0,369639766702768	
		828,125	0,376651443018426	
		831,25	0,380661845507955	
		834,375	0,376902235088926	
		837,5	0,369726602039325	
		840,625	0,373205185823099	
		843,75	0,378588619216573	
		846,875	0,375890602346901	
		850	0,387964368188116	
		853,125	0,38480652291267	
		856,25	0,382337520239858	
		859,375	0,384541716820522	
		862,5	0,384743697268353	
		865,625	0,387531120324273	
		868,75	0,388844718770256	
		871,875	0,387094372670999	
