Frequency in Hz	Silk_95 Sound Reflection Factor continuous Re	Frequency in Hz	Silk_95 Sound Reflection Factor continuous Im	
100	0.950900971889496	100	-0.136385083198547	
103.125	0.94279009103775	103.125	-0.126417204737663	
106.25	0.943711817264557	106.25	-0.159487023949623	
109.375	0.953991413116455	109.375	-0.145283475518227	
112.5	0.940757274627686	112.5	-0.149833902716637	
115.625	0.939324140548706	115.625	-0.160714700818062	
118.75	0.943476378917694	118.75	-0.153051272034645	
121.875	0.92885023355484	121.875	-0.160858392715454	
125	0.940168857574463	125	-0.163551449775696	
128.125	0.937855899333954	128.125	-0.173698365688324	
131.25	0.937565982341766	131.25	-0.17178863286972	
134.375	0.94517183303833	134.375	-0.17274272441864	
137.5	0.919156551361084	137.5	-0.186739638447762	
140.625	0.917604267597198	140.625	-0.175741299986839	
143.75	0.913082182407379	143.75	-0.186814665794373	
146.875	0.929651856422424	146.875	-0.176791965961456	
150	0.915325880050659	150	-0.187225088477135	
153.125	0.914133965969086	153.125	-0.200294852256775	
156.25	0.914149463176727	156.25	-0.195067390799522	
159.375	0.912508904933929	159.375	-0.200073823332787	
162.5	0.913043916225433	162.5	-0.199728891253471	
165.625	0.907307505607605	165.625	-0.198882669210434	
168.75	0.903207302093506	168.75	-0.2152419090271	
171.875	0.898204624652863	171.875	-0.205373227596283	
175	0.890634596347809	175	-0.212352126836777	
178.125	0.896856427192688	178.125	-0.216485306620598	
181.25	0.895804882049561	181.25	-0.213531658053398	
184.375	0.888797342777252	184.375	-0.213601320981979	
187.5	0.879116117954254	187.5	-0.222301200032234	
190.625	0.878277182579041	190.625	-0.217896044254303	
193.75	0.872165679931641	193.75	-0.229295760393143	
196.875	0.874877691268921	196.875	-0.224822789430618	
200	0.880793690681458	200	-0.2253288179636	
203.125	0.882991492748261	203.125	-0.224807232618332	
206.25	0.868938446044922	206.25	-0.242020770907402	
209.375	0.867485046386719	209.375	-0.235961258411407	
212.5	0.874531328678131	212.5	-0.230783209204674	
215.625	0.858175218105316	215.625	-0.243860438466072	
218.75	0.862024426460266	218.75	-0.236111268401146	
221.875	0.855998933315277	221.875	-0.244121089577675	
225	0.850649178028107	225	-0.242517098784447	
228.125	0.847162485122681	228.125	-0.24475584924221	
231.25	0.846153199672699	231.25	-0.245221048593521	
234.375	0.84092766046524	234.375	-0.247653111815453	
237.5	0.846458077430725	237.5	-0.247082605957985	
240.625	0.84332537651062	240.625	-0.261057138442993	
243.75	0.840429961681366	243.75	-0.255301058292389	
246.875	0.830084085464478	246.875	-0.25500550866127	
250	0.827241241931915	250	-0.255375802516937	
253.125	0.829200744628906	253.125	-0.258763015270233	
256.25	0.823787212371826	256.25	-0.263859510421753	
259.375	0.818256139755249	259.375	-0.258786588907242	
262.5	0.81925755739212	262.5	-0.26519313454628	
265.625	0.818891823291779	265.625	-0.270725578069687	
268.75	0.815187394618988	268.75	-0.265819847583771	
271.875	0.809065818786621	271.875	-0.271733164787292	
275	0.810850083827972	275	-0.272686928510666	
278.125	0.803159475326538	278.125	-0.275526642799377	
281.25	0.801945090293884	281.25	-0.274171650409698	
284.375	0.800099194049835	284.375	-0.275302588939667	
287.5	0.806605875492096	287.5	-0.276133000850677	
290.625	0.792584300041199	290.625	-0.289098381996155	
293.75	0.793521821498871	293.75	-0.286928832530975	
296.875	0.787934422492981	296.875	-0.286551833152771	
300	0.784624636173248	300	-0.286694228649139	
303.125	0.778301477432251	303.125	-0.292718052864075	
306.25	0.771692335605621	306.25	-0.292812287807465	
309.375	0.765434682369232	309.375	-0.291726469993591	
312.5	0.754345715045929	312.5	-0.294795304536819	
315.625	0.745795428752899	315.625	-0.280540376901627	
318.75	0.742580831050873	318.75	-0.280853271484375	
321.875	0.74928343296051	321.875	-0.273030996322632	
325	0.751753866672516	325	-0.268398553133011	
328.125	0.74866509437561	328.125	-0.264140009880066	
331.25	0.755104243755341	331.25	-0.27668833732605	
334.375	0.754747986793518	334.375	-0.277171015739441	
337.5	0.751692652702332	337.5	-0.27351513504982	
340.625	0.752331733703613	340.625	-0.27733126282692	
343.75	0.746035695075989	343.75	-0.282759726047516	
346.875	0.746631383895874	346.875	-0.283223122358322	
350	0.743454217910767	350	-0.28062316775322	
353.125	0.744581878185272	353.125	-0.281153053045273	
356.25	0.744760870933533	356.25	-0.287959009408951	
359.375	0.737972736358643	359.375	-0.293731868267059	
362.5	0.733274340629578	362.5	-0.291143774986267	
365.625	0.72756427526474	365.625	-0.287750363349915	
368.75	0.73165762424469	368.75	-0.290274500846863	
371.875	0.738855957984924	371.875	-0.29606881737709	
375	0.714491486549377	375	-0.286070555448532	
378.125	0.715830683708191	378.125	-0.293003141880035	
381.25	0.724892377853394	381.25	-0.28910431265831	
384.375	0.709838688373566	384.375	-0.288767337799072	
387.5	0.706301391124725	387.5	-0.299279570579529	
390.625	0.708039820194244	390.625	-0.303414523601532	
393.75	0.716721057891846	393.75	-0.293088585138321	
396.875	0.714853584766388	396.875	-0.291535973548889	
400	0.712184369564056	400	-0.288551837205887	
403.125	0.709837019443512	403.125	-0.287577301263809	
406.25	0.701178908348084	406.25	-0.292300134897232	
409.375	0.689765810966492	409.375	-0.294653534889221	
412.5	0.685352265834808	412.5	-0.301345437765121	
415.625	0.695919096469879	415.625	-0.300884336233139	
418.75	0.686034321784973	418.75	-0.297862648963928	
