Frequency in Hz	Acrylic_94 Sound Absorption Coefficient 1/3-octave	Frequency in Hz	Acrylic_94 Sound Absorption Coefficient continuous	
125	0,0624488778412342	100	0,0413104771229391	
160	0,0818745121359825	103,125	0,042384970545802	
200	0,111985385417938	106,25	0,0374611458723777	
250	0,153133049607277	109,375	0,0347419708758003	
315	0,225863352417946	112,5	0,0488604585230447	
400	0,290859997272491	115,625	0,0648866479306035	
500	0,398659497499466	118,75	0,0642407297355605	
630	0,520452320575714	121,875	0,0593960173894521	
800	0,646294176578522	125	0,0597332397181403	
1000	0,754219949245453	128,125	0,0627893721039881	
1250	0,909570336341858	131,25	0,0511440885490622	
1600	0,95314610004425	134,375	0,0617009108605533	
2000	0,959966778755188	137,5	0,0775856035201978	
2500	0,947064399719238	140,625	0,0741517161814537	
3150	0,933305442333221	143,75	0,0806082112227291	
4000	0,948159992694855	146,875	0,0731619180532934	
		150	0,057143506630556	
		153,125	0,0913270060446729	
		156,25	0,079288115687746	
		159,375	0,0741160620098567	
		162,5	0,0732224565806833	
		165,625	0,0658411460527821	
		168,75	0,105946328344801	
		171,875	0,102752688353698	
		175	0,097212203457419	
		178,125	0,109074681036486	
		181,25	0,102860492613318	
		184,375	0,104494891793617	
		187,5	0,102889563865967	
		190,625	0,0980584063856715	
		193,75	0,107369944264297	
		196,875	0,111872461820185	
		200	0,117566791059577	
		203,125	0,120381677616754	
		206,25	0,114943361201771	
		209,375	0,124870797932237	
		212,5	0,111174119660671	
		215,625	0,115531229686514	
		218,75	0,124671504495984	
		221,875	0,114020851271284	
		225	0,123339754296441	
		228,125	0,134961467494806	
		231,25	0,140665018809794	
		234,375	0,129171534424473	
		237,5	0,13784403600092	
		240,625	0,132854766141187	
		243,75	0,145070863767218	
		246,875	0,15916467440955	
		250	0,149078577551997	
		253,125	0,152290255955101	
		256,25	0,16610198388831	
		259,375	0,169739629263587	
		262,5	0,149391453027156	
		265,625	0,153307917418331	
		268,75	0,153579583360918	
		271,875	0,165619592052516	
		275	0,187046324593626	
		278,125	0,187224678536722	
		281,25	0,173075967264628	
		284,375	0,176258925882363	
		287,5	0,191675674845946	
		290,625	0,19627210220609	
		293,75	0,19144749119402	
		296,875	0,179764660284361	
		300	0,200445951141488	
		303,125	0,215473501725488	
		306,25	0,228888011493748	
		309,375	0,228882556822809	
		312,5	0,247956964937628	
		315,625	0,249832047070007	
		318,75	0,249494281369821	
		321,875	0,253004240503391	
		325	0,250084877749677	
		328,125	0,235670194729905	
		331,25	0,222349029320611	
		334,375	0,23944199117035	
		337,5	0,232346443804592	
		340,625	0,235230098143514	
		343,75	0,2419972923127	
		346,875	0,238093089431872	
		350	0,250101971004765	
		353,125	0,240145807329341	
		356,25	0,231423506904204	
		359,375	0,234221844787583	
		362,5	0,25610600360843	
		365,625	0,249187128395823	
		368,75	0,250513898743132	
		371,875	0,278859558361287	
		375	0,285000433528525	
		378,125	0,273438409546441	
		381,25	0,236167234521447	
		384,375	0,257190018676412	
		387,5	0,277314136800774	
		390,625	0,2937562313414	
		393,75	0,279476594270591	
		396,875	0,276647888381806	
		400	0,262134324831156	
		403,125	0,28082376395422	
		406,25	0,295964942751241	
		409,375	0,271339756666242	
		412,5	0,287276042499086	
		415,625	0,31784842905386	
		418,75	0,343687723165594	
		421,875	0,330765216090845	
		425	0,329897173257371	
		428,125	0,292826549721608	
		431,25	0,304215281938775	
		434,375	0,348156158250164	
		437,5	0,350456972753606	
		440,625	0,339983303683478	
