Frequency in Hz	Wool_98 Sound Reflection Factor continuous Re	Frequency in Hz	Wool_98 Sound Reflection Factor continuous Im	
100	0.963396012783051	100	-0.126121520996094	
103.125	0.956542372703552	103.125	-0.11655992269516	
106.25	0.95801717042923	106.25	-0.149985328316689	
109.375	0.969937145709991	109.375	-0.13505057990551	
112.5	0.957885324954987	112.5	-0.140425756573677	
115.625	0.956543147563934	115.625	-0.151528894901276	
118.75	0.961541533470154	118.75	-0.143608823418617	
121.875	0.94833105802536	121.875	-0.151437297463417	
125	0.960543751716614	125	-0.15354198217392	
128.125	0.959465444087982	128.125	-0.165045812726021	
131.25	0.959854066371918	131.25	-0.163204938173294	
134.375	0.968658149242401	134.375	-0.163659155368805	
137.5	0.943906426429749	137.5	-0.179503902792931	
140.625	0.942935883998871	140.625	-0.168408110737801	
143.75	0.940052151679993	143.75	-0.179763421416283	
146.875	0.957570374011993	146.875	-0.168952569365501	
150	0.944766044616699	150	-0.180449739098549	
153.125	0.945102155208588	153.125	-0.194311171770096	
156.25	0.945963263511658	156.25	-0.189234986901283	
159.375	0.945855259895325	159.375	-0.194837614893913	
162.5	0.947589635848999	162.5	-0.194760337471962	
165.625	0.942700922489166	165.625	-0.194537818431854	
168.75	0.940417230129242	168.75	-0.212180837988853	
171.875	0.935852348804474	171.875	-0.202604308724403	
175	0.92975378036499	175	-0.210641801357269	
178.125	0.937595367431641	178.125	-0.214990183711052	
181.25	0.937667489051819	181.25	-0.212408870458603	
184.375	0.931543707847595	184.375	-0.213352486491203	
187.5	0.923109710216522	187.5	-0.223667740821838	
190.625	0.923227369785309	190.625	-0.219333201646805	
193.75	0.918787479400635	193.75	-0.232650831341743	
196.875	0.922730565071106	196.875	-0.227818861603737	
200	0.93023669719696	200	-0.228819161653519	
203.125	0.934531569480896	203.125	-0.228745326399803	
206.25	0.92184841632843	206.25	-0.247921764850616	
209.375	0.921111106872559	209.375	-0.242122054100037	
212.5	0.929667711257935	212.5	-0.236874505877495	
215.625	0.914966225624084	215.625	-0.252224534749985	
218.75	0.919703006744385	218.75	-0.244754180312157	
221.875	0.915240943431854	221.875	-0.254239231348038	
225	0.910686492919922	225	-0.253630846738815	
228.125	0.908387422561646	228.125	-0.257138669490814	
231.25	0.908849537372589	231.25	-0.258640587329865	
234.375	0.904701590538025	234.375	-0.26248961687088	
237.5	0.912316024303436	237.5	-0.26243668794632	
240.625	0.911030650138855	240.625	-0.278916329145432	
243.75	0.909023344516754	243.75	-0.273787915706635	
246.875	0.899184465408325	246.875	-0.274820446968079	
250	0.897344768047333	250	-0.276424795389175	
253.125	0.901517450809479	253.125	-0.281121075153351	
256.25	0.897050082683563	256.25	-0.288366734981537	
259.375	0.892171204090118	259.375	-0.284140527248383	
262.5	0.895066320896149	262.5	-0.292236536741257	
265.625	0.896616339683533	265.625	-0.299597650766373	
268.75	0.893871307373047	268.75	-0.295467019081116	
271.875	0.888910591602325	271.875	-0.303557485342026	
275	0.892735302448273	275	-0.305525153875351	
278.125	0.885333240032196	278.125	-0.31047847867012	
281.25	0.885328650474548	281.25	-0.310118228197098	
284.375	0.884702861309052	284.375	-0.312609881162643	
287.5	0.89482843875885	287.5	-0.311055779457092	
290.625	0.878427088260651	290.625	-0.330158710479736	
293.75	0.880606055259705	293.75	-0.330033779144287	
296.875	0.875937223434448	296.875	-0.33238896727562	
300	0.870927155017853	300	-0.335937887430191	
303.125	0.868430197238922	303.125	-0.343553900718689	
306.25	0.863007247447968	306.25	-0.345694720745087	
309.375	0.85736757516861	309.375	-0.345556378364563	
312.5	0.846120595932007	312.5	-0.351472139358521	
315.625	0.837233781814575	315.625	-0.336377650499344	
318.75	0.835545361042023	318.75	-0.339926213026047	
321.875	0.84460324048996	321.875	-0.333081066608429	
325	0.84776097536087	325	-0.328911989927292	
328.125	0.845075666904449	328.125	-0.325892239809036	
331.25	0.85413134098053	331.25	-0.341223299503326	
334.375	0.855061292648315	334.375	-0.343987107276917	
337.5	0.852628648281097	337.5	-0.341571509838104	
340.625	0.855204105377197	340.625	-0.347906291484833	
343.75	0.849084675312042	343.75	-0.356130868196487	
346.875	0.850285470485687	346.875	-0.357970714569092	
350	0.848160862922668	350	-0.357280313968658	
353.125	0.849438905715942	353.125	-0.359603673219681	
356.25	0.852008879184723	356.25	-0.369403898715973	
359.375	0.846293210983276	359.375	-0.37962344288826	
362.5	0.84249609708786	362.5	-0.378623574972153	
365.625	0.834346115589142	365.625	-0.375438988208771	
368.75	0.842818915843964	368.75	-0.381425350904465	
371.875	0.85343736410141	371.875	-0.391235291957855	
375	0.819503843784332	375	-0.383429348468781	
378.125	0.823276042938232	378.125	-0.391949981451035	
381.25	0.838554978370667	381.25	-0.387313723564148	
384.375	0.818863809108734	384.375	-0.39006182551384	
387.5	0.81633323431015	387.5	-0.406609684228897	
390.625	0.819565713405609	390.625	-0.414981186389923	
393.75	0.832062244415283	393.75	-0.400816708803177	
396.875	0.831279814243317	396.875	-0.400939553976059	
400	0.829636454582214	400	-0.400194406509399	
403.125	0.828360319137573	403.125	-0.401897072792053	
406.25	0.816896259784698	406.25	-0.407391965389252	
409.375	0.801053822040558	409.375	-0.415747493505478	
412.5	0.795514225959778	412.5	-0.426836133003235	
415.625	0.811846077442169	415.625	-0.429464042186737	
418.75	0.798135817050934	418.75	-0.427179276943207	
421.875	0.796852648258209	421.875	-0.440510451793671	
425	0.797500491142273	425	-0.435348957777023	
428.125	0.803604185581207	428.125	-0.419880092144012	
431.25	0.798115253448486	431.25	-0.440560162067413	
434.375	0.797999799251556	434.375	-0.435876160860062	
437.5	0.79797625541687	437.5	-0.436554074287415	
440.625	0.795387446880341	440.625	-0.43448194861412	
443.75	0.788754463195801	443.75	-0.443617582321167	
446.875	0.786579072475433	446.875	-0.440737217664719	
