Frequency in Hz	Silk_97 Sound Reflection Factor continuous Re	Frequency in Hz	Silk_97 Sound Reflection Factor continuous Im	
100	0,958637058734894	100	-0,129798993468285	
103,125	0,951270878314972	103,125	-0,119931310415268	
106,25	0,95123016834259	106,25	-0,153281405568123	
109,375	0,962972521781921	109,375	-0,13867013156414	
112,5	0,950637638568878	112,5	-0,143275573849678	
115,625	0,949003994464874	115,625	-0,154686272144318	
118,75	0,953433632850647	118,75	-0,147032082080841	
121,875	0,939908981323242	121,875	-0,154247909784317	
125	0,951067268848419	125	-0,157075241208076	
128,125	0,949101150035858	128,125	-0,168084263801575	
131,25	0,949302673339844	131,25	-0,16633540391922	
134,375	0,95746648311615	134,375	-0,167206004261971	
137,5	0,932012140750885	137,5	-0,181962952017784	
140,625	0,930638194084167	140,625	-0,170861780643463	
143,75	0,926869213581085	143,75	-0,182517647743225	
146,875	0,943909108638763	146,875	-0,172139316797256	
150	0,930082559585571	150	-0,182994991540909	
153,125	0,929519355297089	153,125	-0,196421355009079	
156,25	0,929909586906433	156,25	-0,191456109285355	
159,375	0,928845763206482	159,375	-0,196939170360565	
162,5	0,92975378036499	162,5	-0,196704030036926	
165,625	0,92437219619751	165,625	-0,196052357554436	
168,75	0,92105096578598	168,75	-0,213151812553406	
171,875	0,916069209575653	171,875	-0,203508287668228	
175	0,909024357795715	175	-0,211123809218407	
178,125	0,915934920310974	178,125	-0,215415507555008	
181,25	0,915232181549072	181,25	-0,212693452835083	
184,375	0,908453285694122	184,375	-0,213231697678566	
187,5	0,899213433265686	187,5	-0,222712576389313	
190,625	0,898692429065704	190,625	-0,218474701046944	
193,75	0,893110036849976	193,75	-0,230787739157677	
196,875	0,896267473697662	196,875	-0,22619791328907	
200	0,902781188488007	200	-0,227030530571938	
203,125	0,905770123004913	203,125	-0,226824387907982	
206,25	0,89207535982132	206,25	-0,245090499520302	
209,375	0,890797138214111	209,375	-0,239202305674553	
212,5	0,898392856121063	212,5	-0,234133511781693	
215,625	0,882428228855133	215,625	-0,248276323080063	
218,75	0,886538982391357	218,75	-0,240764483809471	
221,875	0,880967617034912	221,875	-0,249520286917686	
225	0,87576812505722	225	-0,24841220676899	
228,125	0,87253201007843	228,125	-0,251252055168152	
231,25	0,871925830841064	231,25	-0,252278178930283	
234,375	0,866923689842224	234,375	-0,255463480949402	
237,5	0,873140573501587	237,5	-0,255223602056503	
240,625	0,870431423187256	240,625	-0,270381033420563	
243,75	0,867743730545044	243,75	-0,264944583177567	
246,875	0,85731029510498	246,875	-0,265191525220871	
250	0,854645431041718	250	-0,266145706176758	
253,125	0,857208013534546	253,125	-0,270143508911133	
256,25	0,851933360099792	256,25	-0,276238471269608	
259,375	0,846383988857269	259,375	-0,271562427282333	
262,5	0,847798883914948	262,5	-0,27886438369751	
265,625	0,847869038581848	265,625	-0,285229355096817	
268,75	0,844350159168243	268,75	-0,280671119689941	
271,875	0,838389098644257	271,875	-0,287528514862061	
275	0,840621292591095	275	-0,288996994495392	
278,125	0,832621276378632	278,125	-0,292729258537292	
281,25	0,831658184528351	281,25	-0,291823953390121	
284,375	0,829992353916168	284,375	-0,293642073869705	
287,5	0,836930096149445	287,5	-0,294210493564606	
290,625	0,82226288318634	290,625	-0,3094182908535	
293,75	0,823668956756592	293,75	-0,307983100414276	
296,875	0,818064391613007	296,875	-0,308385699987412	
300	0,81417179107666	300	-0,309424698352814	
303,125	0,808542191982269	303,125	-0,316461175680161	
306,25	0,801947176456451	306,25	-0,317398220300674	
309,375	0,795610845088959	309,375	-0,316795706748962	
312,5	0,783955752849579	312,5	-0,321106612682343	
315,625	0,774885356426239	315,625	-0,306402266025543	
318,75	0,771708309650421	318,75	-0,307641744613647	
321,875	0,779316544532776	321,875	-0,300554692745209	
325	0,781604707241058	325	-0,296294122934341	
328,125	0,778380572795868	328,125	-0,292383879423141	
331,25	0,785264492034912	331,25	-0,306100159883499	
334,375	0,784921407699585	334,375	-0,307487308979034	
337,5	0,781787216663361	337,5	-0,304247230291367	
340,625	0,782748281955719	340,625	-0,309010803699493	
343,75	0,776015162467957	343,75	-0,315257430076599	
346,875	0,7764852643013	346,875	-0,316070526838303	
350	0,773311853408813	350	-0,314249366521835	
353,125	0,773992657661438	353,125	-0,315552175045013	
356,25	0,774472177028656	356,25	-0,323475986719131	
359,375	0,767582416534424	359,375	-0,330776542425156	
362,5	0,762933373451233	362,5	-0,328733146190643	
365,625	0,75615006685257	365,625	-0,324971854686737	
368,75	0,761185705661774	368,75	-0,328835397958755	
371,875	0,768967926502228	371,875	-0,336296707391739	
375	0,741140842437744	375	-0,326414585113525	
378,125	0,742614448070526	378,125	-0,333952277898788	
381,25	0,753498733043671	381,25	-0,330072522163391	
384,375	0,736352264881134	384,375	-0,330678820610046	
387,5	0,732801675796509	387,5	-0,343063205480576	
390,625	0,734474420547485	390,625	-0,348631739616394	
393,75	0,744165420532227	393,75	-0,337130695581436	
396,875	0,742171108722687	396,875	-0,335988104343414	
400	0,739238739013672	400	-0,333598166704178	
403,125	0,736914217472076	403,125	-0,33343380689621	
406,25	0,72678142786026	406,25	-0,338362634181976	
409,375	0,713615953922272	409,375	-0,342459499835968	
412,5	0,70836615562439	412,5	-0,350087285041809	
415,625	0,720249593257904	415,625	-0,350824445486069	
418,75	0,708712041378021	418,75	-0,347830355167389	
421,875	0,707158923149109	421,875	-0,356746882200241	
425	0,706235945224762	425	-0,352244824171066	
428,125	0,709321081638336	428,125	-0,339542776346207	
431,25	0,704297542572021	431,25	-0,353928029537201	
434,375	0,70316082239151	434,375	-0,348756521940231	
437,5	0,701750755310059	437,5	-0,347552061080933	
440,625	0,698812544345856	440,625	-0,345038324594498	
443,75	0,693426489830017	443,75	-0,350440412759781	
446,875	0,690088212490082	446,875	-0,347174108028412	
450	0,699042499065399	450	-0,347216546535492	
453,125	0,696889162063599	453,125	-0,347168624401093	
456,25	0,699485778808594	456,25	-0,349953711032867	
459,375	0,690727293491364	459,375	-0,353408426046371	
462,5	0,683061957359314	462,5	-0,359621793031693	
465,625	0,682878077030182	465,625	-0,360496342182159	
468,75	0,681534886360168	468,75	-0,358026057481766	
471,875	0,672580063343048	471,875	-0,367086917161942	
475	0,669422745704651	475	-0,364449620246887	
478,125	0,667872130870819	478,125	-0,355519264936447	
481,25	0,673256993293762	481,25	-0,35533019900322	
484,375	0,664133667945862	484,375	-0,359614908695221	
487,5	0,663696944713593	487,5	-0,355105549097061	
490,625	0,660426080226898	490,625	-0,357370883226395	
493,75	0,654881954193115	493,75	-0,356941908597946	
496,875	0,653188705444336	496,875	-0,35654005408287	
500	0,656470417976379	500	-0,362105518579483	
503,125	0,653369069099426	503,125	-0,362525433301926	
506,25	0,652349472045898	506,25	-0,361112296581268	
509,375	0,650520145893097	509,375	-0,365192204713821	
512,5	0,643596053123474	512,5	-0,365121126174927	
515,625	0,643229126930237	515,625	-0,359569579362869	
518,75	0,641745388507843	518,75	-0,357380479574203	
521,875	0,637815892696381	521,875	-0,365313977003098	
525	0,634107887744904	525	-0,363762736320496	
528,125	0,637575805187225	528,125	-0,363062739372253	
531,25	0,632180750370026	531,25	-0,363917261362076	
534,375	0,629703104496002	534,375	-0,363165557384491	
537,5	0,62726491689682	537,5	-0,363939553499222	
540,625	0,62650454044342	540,625	-0,364436000585556	
543,75	0,624355673789978	543,75	-0,359847545623779	
546,875	0,621653914451599	546,875	-0,367394745349884	
550	0,619537115097046	550	-0,364658862352371	
553,125	0,615509450435638	553,125	-0,364803373813629	
556,25	0,615743696689606	556,25	-0,363749295473099	
559,375	0,610137164592743	559,375	-0,361755460500717	
562,5	0,609196603298187	562,5	-0,36153456568718	
565,625	0,607415378093719	565,625	-0,362897455692291	
568,75	0,604557871818542	568,75	-0,361615121364594	
571,875	0,602725923061371	571,875	-0,360753178596497	
575	0,601799309253693	575	-0,361946791410446	
578,125	0,598889648914337	578,125	-0,359093368053436	
581,25	0,598813414573669	581,25	-0,36080127954483	
584,375	0,596987426280975	584,375	-0,362234443426132	
587,5	0,595639169216156	587,5	-0,361609935760498	
590,625	0,592763066291809	590,625	-0,360712647438049	
593,75	0,590310335159302	593,75	-0,360586822032928	
596,875	0,589833557605743	596,875	-0,360047191381454	
600	0,586807608604431	600	-0,361552536487579	
603,125	0,585840702056885	603,125	-0,359984993934631	
606,25	0,583123087882996	606,25	-0,360183626413345	
609,375	0,583181619644165	609,375	-0,359499514102936	
612,5	0,580981731414795	612,5	-0,359445333480835	
615,625	0,578428268432617	615,625	-0,360352456569672	
618,75	0,577578008174896	618,75	-0,359418779611588	
621,875	0,577406287193298	621,875	-0,358299434185028	
625	0,574610471725464	625	-0,357317686080933	
628,125	0,572200238704681	628,125	-0,358927577733994	
631,25	0,568849444389343	631,25	-0,357335358858109	
634,375	0,5673548579216	634,375	-0,357082366943359	
637,5	0,566829264163971	637,5	-0,357323974370956	
640,625	0,566742062568665	640,625	-0,355252116918564	
643,75	0,563900470733643	643,75	-0,357303082942963	
646,875	0,561834156513214	646,875	-0,355840712785721	
650	0,561629772186279	650	-0,356879502534866	
653,125	0,559474289417267	653,125	-0,35520127415657	
656,25	0,557726323604584	656,25	-0,354297935962677	
659,375	0,555784404277802	659,375	-0,355116695165634	
662,5	0,556487083435059	662,5	-0,354550957679749	
665,625	0,555420577526093	665,625	-0,355297118425369	
668,75	0,552864372730255	668,75	-0,354405522346497	
671,875	0,552022755146027	671,875	-0,352448105812073	
675	0,548837959766388	675	-0,352945625782013	
678,125	0,546884775161743	678,125	-0,352860540151596	
681,25	0,546670734882355	681,25	-0,352246880531311	
684,375	0,546143114566803	684,375	-0,351981699466705	
687,5	0,547333180904388	687,5	-0,352084010839462	
690,625	0,542496383190155	690,625	-0,354846388101578	
693,75	0,543600678443909	693,75	-0,352179020643234	
696,875	0,542685806751251	696,875	-0,351814687252045	
700	0,540119647979736	700	-0,351963102817535	
703,125	0,53950822353363	703,125	-0,352445513010025	
706,25	0,539654016494751	706,25	-0,351310402154922	
709,375	0,53777551651001	709,375	-0,349905371665955	
712,5	0,534273624420166	712,5	-0,353247702121735	
715,625	0,536086440086365	715,625	-0,351743191480637	
