Frequency in Hz	Wool_99 Normalized Surface Impedance continuous Re	Frequency in Hz	Wool_99 Normalized Surface Impedance continuous Im	
100	3,88321447372437	100	-15,1705694198608	
103,125	5,43715238571167	103,125	-15,5909986495972	
106,25	2,88118720054626	106,25	-12,8806324005127	
109,375	2,6701078414917	109,375	-14,7920703887939	
112,5	3,49511170387268	112,5	-13,638689994812	
115,625	2,993577003479	115,625	-12,7016410827637	
118,75	3,04606056213379	118,75	-13,6237411499023	
121,875	3,57344603538513	121,875	-12,3110227584839	
125	2,6193482875824	125	-12,8469867706299	
128,125	2,19723296165466	128,125	-11,9873971939087	
131,25	2,26344752311707	131,25	-12,1289691925049	
134,375	1,63039660453796	134,375	-12,4562044143677	
137,5	2,55319118499756	137,5	-10,6216096878052	
140,625	3,08798360824585	140,625	-11,1609487533569	
143,75	2,74839186668396	143,75	-10,4711141586304	
146,875	2,19361925125122	146,875	-11,7632570266724	
150	2,49838376045227	150	-10,662652015686	
153,125	2,01432752609253	153,125	-10,0251760482788	
156,25	2,13351345062256	156,25	-10,3030261993408	
159,375	1,96936225891113	159,375	-10,0537624359131	
162,5	1,89906001091003	162,5	-10,1257524490356	
165,625	2,12098264694214	165,625	-10,0044317245483	
168,75	1,72288167476654	168,75	-9,23020553588867	
171,875	2,17198896408081	171,875	-9,48450183868408	
175	2,16179466247559	175	-9,01803207397461	
178,125	1,75962126255035	178,125	-9,08802890777588	
181,25	1,8229923248291	181,25	-9,19624900817871	
184,375	2,02413654327393	184,375	-9,00640296936035	
187,5	2,0229480266571	187,5	-8,45881748199463	
190,625	2,13350653648376	190,625	-8,60392761230469	
193,75	1,92435204982758	193,75	-8,10391330718994	
196,875	1,93047535419464	196,875	-8,35162258148193	
200	1,6714301109314	200	-8,50972461700439	
203,125	1,53030848503113	203,125	-8,61931610107422	
206,25	1,508868932724	206,25	-7,79284524917603	
209,375	1,64509475231171	209,375	-7,94379472732544	
212,5	1,50806069374084	212,5	-8,28970050811768	
215,625	1,59697949886322	215,625	-7,57620525360107	
218,75	1,627326130867	218,75	-7,87577629089355	
221,875	1,54898154735565	221,875	-7,55237340927124	
225	1,67050552368164	225	-7,48436260223389	
228,125	1,65413439273834	228,125	-7,36429452896118	
231,25	1,61464238166809	231,25	-7,34770965576172	
234,375	1,62860941886902	234,375	-7,18895387649536	
237,5	1,45873701572418	237,5	-7,34360408782959	
240,625	1,20234906673431	240,625	-6,96245193481445	
243,75	1,3282299041748	243,75	-7,047532081604	
246,875	1,5125048160553	246,875	-6,86295890808105	
250	1,5185831785202	250	-6,80714321136475	
253,125	1,35369253158569	253,125	-6,79327535629272	
256,25	1,32314097881317	256,25	-6,59099769592285	
259,375	1,47815561294556	259,375	-6,59572553634644	
262,5	1,29457449913025	262,5	-6,50276899337769	
265,625	1,15645205974579	265,625	-6,40117073059082	
268,75	1,26419317722321	268,75	-6,44041061401367	
271,875	1,22846961021423	271,875	-6,23579025268555	
275	1,13410151004791	275	-6,2620062828064	
278,125	1,18222439289093	278,125	-6,08503198623657	
281,25	1,18603682518005	281,25	-6,09661769866943	
284,375	1,15928328037262	284,375	-6,05454969406128	
287,5	0,981849491596222	287,5	-6,21747207641602	
290,625	1,01157581806183	290,625	-5,73950672149658	
293,75	0,990042507648468	293,75	-5,77831554412842	
296,875	1,03898704051971	296,875	-5,68765306472778	
300	1,10009896755219	300	-5,57935857772827	
303,125	1,00262069702148	303,125	-5,45267200469971	
306,25	1,03848767280579	306,25	-5,37310791015625	
309,375	1,1034369468689	309,375	-5,31407880783081	
312,5	1,15141117572784	312,5	-5,1170220375061	
315,625	1,4282134771347	315,625	-5,16772079467773	
318,75	1,40609836578369	318,75	-5,12015295028687	
321,875	1,38984894752502	321,875	-5,32320642471313	
325	1,40288066864014	325	-5,40447044372559	
328,125	1,47973453998566	328,125	-5,40370988845825	
331,25	1,1842497587204	331,25	-5,3493480682373	
334,375	1,13596665859222	334,375	-5,33879899978638	
337,5	1,18900203704834	337,5	-5,34300422668457	
340,625	1,08296537399292	340,625	-5,30732774734497	
343,75	1,0602593421936	343,75	-5,15107440948486	
346,875	1,02490139007568	346,875	-5,14326047897339	
350	1,05059742927551	350	-5,1353816986084	
